college,percentage,Location,Stream
"Mahatma Fule Kanya High School And Juniour College,194,Vaishali Nagar, Nagpur Nagar,Nagpur (Marathi Medium) (Unaided)",39.8,Nagpur,Commerce
Sindhi Hindi Junior College Khamla Nagpur (Hindi Medium) (Aided),39.6,Nagpur,Commerce
Sakya Junior College (English Medium) (Self Finance),39.4,Nagpur,Commerce
"Dayanand Arya Kanya High.Sec. School, Jaripatka, Nagpur (Hindi Medium) (Unaided)",39.4,Nagpur,Commerce
"Sevasadan High.Sec. School, North Ambazari Road, Sitabuldi, Nagpur (English Medium) (Unaided)",39.4,Nagpur,Commerce
"Siddheshwar High.Sec.School, Manewada Road, Nagpur (Marathi Medium) (Unaided)",39.4,Nagpur,Commerce
"Raosaheb Thaware High.Sec.School, New Babulkheda, Nagpur (Marathi Medium) (Aided)",39.2,Nagpur,Commerce
"Mkh Sancheti Public School & Junior College , Hindustan Colony, Opp Sai Mandir ,Wardha Road, Nagpur (English Medium) (Self Finance)",39.2,Nagpur,Commerce
"Rajkumar Kewalramani High.Sec.School, Sai Vasan Shaha Chowk, Jaripatka, Nagpur (Hindi Medium) (Unaided)",39.2,Nagpur,Commerce
"Marotrao Mude High.Sec.School, Hudkeshwar Road, Nagpur (English Medium) (Unaided)",39.2,Nagpur,Commerce
Bharat Mahila Junior College (Marathi Medium) (Aided),39,Nagpur,Commerce
Kamla Nehru Mahavidyalaya Sakkardara Chowk Nagpur (Marathi Medium) (Aided),39,Nagpur,Commerce
"Swaraj High.Sec. School, 145,Pawanshakti, Nagar, Wathoda Layout, Nagpur (English Medium) (Permanent Unaided)",39,Nagpur,Commerce
"Mahatma Gandhi Jr College, Shantinagar, Nagpur (English Medium) (Self Finance)",39,Nagpur,Commerce
"Shri Pakwasa Gujrati Girls High.Sec.School, Lakadganj, Rampeth, Quetta Colony, Nagpu (English Medium) (Unaided)",39,Nagpur,Commerce
"Dr. M.K.Umathe College , Bhamti Ring Road, Nagpur (English Medium) (Unaided)",39,Nagpur,Commerce
"L.A.D & Smt.R.P. Jr. College, Shankar Nagar, Nagpur (English Medium) (Aided)",38.8,Nagpur,Commerce
"Santaji Jr. College, Wardha Road, Chhatrapati Chowk, Nagpur (Marathi Medium) (Aided)",38.8,Nagpur,Commerce
N. S.V. M. Fulwari High. Sec. School Vaishali Nagar Nagpur (English Medium) (Self Finance),38.8,Nagpur,Commerce
New Horizon Public School And Junior College Nagpur (English Medium) (Self Finance),38.8,Nagpur,Commerce
"Adarsh Sanskar High.Sec. School, Shrikrishna Nagar, Chowk, Nagpur (English Medium) (Self Finance)",38.8,Nagpur,Commerce
Womens College Of Arts And Commerce (English Medium) (Self Finance),38.8,Nagpur,Commerce
"Ninad High. Sec.School, Amar Nagar,Nagpur (English Medium) (Self Finance)",38.8,Nagpur,Commerce
"A.R.Fule Junior College Of Arts,Comm & Scince, Shanti Nagar, Nagpur (Marathi Medium) (Unaided)",38.8,Nagpur,Commerce
"Vanita Vikas Vidya And Junior College, Ganesh Nagar, Nagpur (Marathi Medium) (Aided)",38.6,Nagpur,Commerce
"Navpratibha High.Sec. School, Ayurvedic Layout, Mirchi Bazar, Nagpur (Marathi Medium) (Aided)",38.6,Nagpur,Commerce
"Abhinav Institute Of Arts Commerce & Science English Medium Junior College New Nandanvan, Nagpur (English Medium) (Self Finance)",38.6,Nagpur,Commerce
"Shri Harjivandas Gopalji Kariya High. Sec. School, Santra Market Road, Nagpur (Hindi Medium) (Unaided)",38.6,Nagpur,Commerce
"A.R.Fule Junior College Of Arts,Comm & Scince, Shanti Nagar, Nagpur (English Medium) (Unaided)",38.4,Nagpur,Commerce
"Smt. C.B. Adarsh High.Sec. School, 1205,Ca Rd., Gandhibag, Nagpur (Hindi Medium) (Aided)",38.2,Nagpur,Commerce
"Dhanwate National College, Congress Nagar, Nagpur (Marathi Medium) (Aided)",38.2,Nagpur,Commerce
Mahatma Gandhi Centennial Sindhu English Primary And Jr College (English Medium) (Self Finance),38.2,Nagpur,Commerce
"Saraswati High.Sec. Shankarnagar, Nagpur (English Medium) (Self Finance)",38.2,Nagpur,Commerce
Hislop Junior College Nagpur (English Medium) (Unaided),38.2,Nagpur,Commerce
"Uday High.Sec.School, Bhandewadi, Nagpur (Marathi Medium) (Unaided)",38.2,Nagpur,Commerce
Shriram Swami Vidya Mandir High School And Junior College Timki Hansapuri Nagpur (Marathi Medium) (Aided),38,Nagpur,Commerce
"R.K.Sunrise High. Sec.School, Nara Road, Jaripatka, Nagpur (English Medium) (Permanent Unaided)",38,Nagpur,Commerce
"M.B.Convent High.Sec.School, Dosar Bhavan, Nagpur (English Medium) (Permanent Unaided)",38,Nagpur,Commerce
Shahus Garden Junior College Mahatma Fule Nagar Nagpur (English Medium) (Permanent Unaided),38,Nagpur,Commerce
"Vidya Vijay Jr College, Ambenagar, Pardi, Nagpur (Marathi Medium) (Self Finance)",38,Nagpur,Commerce
"Gurunanak High.Sec. School, Bezanbag, Nagpur (English Medium) (Unaided)",38,Nagpur,Commerce
"New English High. Sec. School, Congress Nagar,Nagpur (English Medium) (Unaided)",38,Nagpur,Commerce
"Mejar Hemant Jakate Institute Of Sci.&Comm. Mhalgi Nagar, Nagpur (Marathi Medium) (Unaided)",38,Nagpur,Commerce
"Navpratibha High.Sec. School, Siraspeth, Umred Road, Nagpur (Marathi Medium) (Aided)",37.8,Nagpur,Commerce
"S.C.S. Girls High.Sec. School, Dr.Ambedkar Marg, Panchpaoli, Nagpur (Marathi Medium) (Aided)",37.6,Nagpur,Commerce
"Vmv Commerce Jmt Arts & Jjp Science Jr. College, Wardhman Nagar, Nagpur (Marathi Medium) (Aided)",37.6,Nagpur,Commerce
"Late. Bhausaheb Surve High.Sec.School, Raje Raghuji Nagar, Chhota Tajbag, Nagpur (Marathi Medium) (Aided)",37.6,Nagpur,Commerce
"Khubchand Bajaj Jr. College, Jaripatka, Nagpur (English Medium) (Permanent Unaided)",37.6,Nagpur,Commerce
"Shri Phatechand Keswani Sindhi Hindi Girls High.Sec. School, Panchpaoli, Nagpur (Hindi Medium) (Unaided)",37.6,Nagpur,Commerce
"Shri Vivekanand High.Sec. School, Shrikrushna Nagar, Nagpur (Marathi Medium) (Unaided)",37.6,Nagpur,Commerce
"Vidarbha Jr. College Of Comm. Jaripatka, Nagpur (Hindi Medium) (Aided)",37.4,Nagpur,Commerce
"Vinayakrao Deshmukh High.Sec. School, Shantinagar, Nagpur (Marathi Medium) (Aided)",37.4,Nagpur,Commerce
"Baba Nanak Sindhi Hindi High.Sec. School Garoba Maidan, Nagpur (Hindi Medium) (Aided)",37.4,Nagpur,Commerce
Sant Jagnade High Sec School (English Medium) (Self Finance),37.4,Nagpur,Commerce
"Shri Ganpati High.Sec.School, Ghatate Nagar Nr. Bhawani Mandir Punapur Pardi Road,Nagpur (English Medium) (Self Finance)",37.4,Nagpur,Commerce
"Radha Jr. College, Great Nag Road, Reshimbag, Nagpur (English Medium) (Unaided)",37.4,Nagpur,Commerce
"Shri Binzani City Jr.College, Umred Road, Sakkardara, Nagpur (Marathi Medium) (Aided)",37.2,Nagpur,Commerce
"Shri Shivaji High Sec. School, Ganesh Nagar, Nagpur (Marathi Medium) (Aided)",37,Nagpur,Commerce
Priyadarshani Junior College Nandanvan Nagpur (English Medium) (Self Finance),37,Nagpur,Commerce
"St. George Jr. College, Mudliar Layout, Shantinagar, Nagpur (Hindi Medium) (Unaided)",37,Nagpur,Commerce
Vande Mataram Vidyalaya And Jr College (English Medium) (Unaided),37,Nagpur,Commerce
G S College Of Commerce And Economics Nagpur (Hindi Medium) (Aided),36.8,Nagpur,Commerce
Shriram Swami Vidya Mandir High School And Junior College Timki Hansapuri Nagpur (Hindi Medium) (Aided),36.8,Nagpur,Commerce
"C.P. & Berar Jr.College, Tulsibag Road, Nagpur (Marathi Medium) (Aided)",36.8,Nagpur,Commerce
"Prabodhan High.Sec.School, Aichit Mandir Road, Nagpur (English Medium) (Permanent Unaided)",36.8,Nagpur,Commerce
"M.E.S. Junior College, Motibag, Nagpur (Hindi Medium) (Unaided)",36.8,Nagpur,Commerce
"Marotrao Mude High.Sec.School, Hudkeshwar Road, Nagpur (Marathi Medium) (Unaided)",36.8,Nagpur,Commerce
"Dr Madhukarrao Wasnik P.W.S. Jr. College Of Arts & Comm. Kamptee Road, Nagpur (Hindi Medium) (Aided)",36.6,Nagpur,Commerce
"Ramnagar Bharat High.Sec. School, Ramnagar, Nagpur (Marathi Medium) (Aided)",36.6,Nagpur,Commerce
Womens College Of Arts And Commerce (Marathi Medium) (Aided),36.6,Nagpur,Commerce
"Vidya Niketan High. Sec. School, Wardhaman Nagar, Nagpur (English Medium) (Permanent Unaided)",36.6,Nagpur,Commerce
Namo Narayani Convent And Jr College (English Medium) (Self Finance),36.6,Nagpur,Commerce
New Englihs Jr College Mahal Nagpur (Marathi Medium) (Aided),36.4,Nagpur,Commerce
Nityanand Junior College Namakganj Itwari Nagpur (Hindi Medium) (Self Finance),36.4,Nagpur,Commerce
"Vishakha High.Sec.School, Binaki Lay Out Panchvati Nagar,Nagpur (Hindi Medium) (Unaided)",36.4,Nagpur,Commerce
"Dr Madhukarrao Wasnik P.W.S. Jr. College Of Arts & Comm. Kamptee Road, Nagpur (English Medium) (Aided)",36.2,Nagpur,Commerce
"Dr Madhukarrao Wasnik P.W.S. Jr. College Of Arts & Comm. Kamptee Road, Nagpur (Marathi Medium) (Aided)",36.2,Nagpur,Commerce
"Shri Mahadeorao Wade High.Sec. School, Khairipura, Lalgang, Mehandibag Road, Nagpur (Marathi Medium) (Aided)",36.2,Nagpur,Commerce
"Shri Nirala High. Sec.School. Hansapuri, Nagpur (Hindi Medium) (Aided)",36.2,Nagpur,Commerce
"N.M. Model High.Sec. School, In Front Of Ganesh Mandir, Station Road, Nagpur (Hindi Medium) (Aided)",36.2,Nagpur,Commerce
"L.A.D & Smt.R.P. Jr. College, Shankar Nagar, Nagpur (Marathi Medium) (Aided)",36.2,Nagpur,Commerce
"Dhanwate National College, Congress Nagar, Nagpur (English Medium) (Aided)",36.2,Nagpur,Commerce
"South West Convent And Junior College, 1 &2,Paradise Nagar, Sonegaon, Khamla Road, Nagpur (English Medium) (Self Finance)",36.2,Nagpur,Commerce
"N.M. Model High.Sec. School, In Front Of Ganesh Mandir, Station Road, Nagpur (English Medium) (Unaided)",36.2,Nagpur,Commerce
"Smt. Jankidevi Jaiswal High.Sec.School, 823, Nehru Nagar, Nandanwan, Nagpur (Hindi Medium) (Unaided)",36.2,Nagpur,Commerce
"Mahila Mahavidyalaya 152, Nandanvan, Nagpur (Marathi Medium) (Unaided)",36.2,Nagpur,Commerce
"R.S.Mundle Arts & Commerce Jr. College, North Ambazari Road, Nagpur (English Medium) (Aided)",36,Nagpur,Commerce
"Dr. M.K.Umathe College , Bhamti Ring Road, Nagpur (Marathi Medium) (Aided)",36,Nagpur,Commerce
"Shri Guru Gobind Singh High.Sec.School, Opp. Gurudwara Singh Sabha, Kamptee Road, Nagpur (English Medium) (Permanent Unaided)",36,Nagpur,Commerce
"Smt. Dadibai Deshmukh Hindu Girls High.Sec. School,Mahal, Nagpur (Marathi Medium) (Permanent Unaided)",36,Nagpur,Commerce
"Bhartiya Krishi High.Sec.School. Zingabai Takali, Nagpur (Marathi Medium) (Unaided)",36,Nagpur,Commerce
Vishwas Junior College (English Medium) (Unaided),36,Nagpur,Commerce
"Shri Chhatrapati Sec.High School, Chitanvispura, Mahal, Nagpur (Marathi Medium) (Aided)",35.8,Nagpur,Commerce
"Shri Vidyawati Deodia Vidyalaya And Junior College, Itwari, Nagpur (Hindi Medium) (Self Finance)",35.8,Nagpur,Commerce
"R.S.Mundle Arts & Commerce Jr. College, North Ambazari Road, Nagpur (Marathi Medium) (Aided)",35.6,Nagpur,Commerce
Dr Bower Apostolic Junior College (English Medium) (Permanent Unaided),35.6,Nagpur,Commerce
"Shri Mahadeorao Wade High.Sec. School, Khairipura, Lalgang, Mehandibag Road, Nagpur (Marathi Medium) (Unaided)",35.6,Nagpur,Commerce
"Dada Ramchand Bakhru Sindhu Jr. College, Panchpaoli, Nagpur (Hindi Medium) (Aided)",35.4,Nagpur,Commerce
"New Look Higher Sec. School, Narendra Nagar, Nagpur (English Medium) (Self Finance)",35.4,Nagpur,Commerce
"Santaji Jr. College, Wardha Road, Chhatrapati Chowk, Nagpur (English Medium) (Unaided)",35.4,Nagpur,Commerce
"St. George Jr. College, Mudliar Layout, Shantinagar, Nagpur (English Medium) (Unaided)",35.2,Nagpur,Commerce
Sarwashree Junior College (Marathi Medium) (Unaided),35.2,Nagpur,Commerce
"Vmv Commerce Jmt Arts & Jjp Science Jr. College, Wardhman Nagar, Nagpur (Hindi Medium) (Aided)",35,Nagpur,Commerce
Shriram Swami Vidya Mandir High School And Junior College Timki Hansapuri Nagpur (Marathi Medium) (Unaided),35,Nagpur,Commerce
Byk College Of Commerce Nashik (English Medium) (Aided),83.2,Nashik,Commerce
Byk College Of Commerce Nashik (English Medium) (Unaided),82.8,Nashik,Commerce
K T H M College Gangapur Raod (English Medium) (Aided),80,Nashik,Commerce
Sir Dr M S Gosavi Jr College Of Scince And Com (English Medium) (Self Finance),78,Nashik,Commerce
Bhonsala Military College Nashik (English Medium) (Aided),77.6,Nashik,Commerce
Sir Dr M S Gosavi College Of Commerce Junior College Unit Of Commerce And Science (English Medium) (Self Finance),76.2,Nashik,Commerce
C M C S Junior College Gangapur Road (English Medium) (Self Finance),76,Nashik,Commerce
Arts Commerce And Science Jr College Nashik Road (English Medium) (Aided),74.2,Nashik,Commerce
K K Wagh Secondary School And Junior College Saraswati Nagar Panchavati Nashik (English Medium) (Permanent Unaided),72.2,Nashik,Commerce
K T H M College Gangapur Raod (Marathi Medium) (Aided),71,Nashik,Commerce
S M R K B K A K Mahila Mahavidhyalay Nashik (English Medium) (Permanent Unaided),70.4,Nashik,Commerce
Purshottam English School Aani Arambha Mahavidyalay (Marathi Medium) (Aided),68,Nashik,Commerce
Bhonsala Military College Nashik (Marathi Medium) (Aided),67,Nashik,Commerce
Y D Bytco Girls High School And Jr College Nashik (Marathi Medium) (Aided),66.6,Nashik,Commerce
Arts Commerce And Science Jr College Nashik Road (English Medium) (Permanent Unaided),66.2,Nashik,Commerce
K N Kela High School And Progressive Sci And Comm Junior College Jailroad (English Medium) (Permanent Unaided),63.4,Nashik,Commerce
K T H M College Gangapur Raod (Marathi Medium) (Unaided),63.2,Nashik,Commerce
Saint Lawrence Sec Sch Morwadi (English Medium) (Self Finance),63,Nashik,Commerce
Arts Commerce And Science Jr College Nashik Road (Marathi Medium) (Aided),62.4,Nashik,Commerce
Shri Dayabhai Devasi Bytco Boys High School And Jr College Nashik (Marathi Medium) (Aided),60.6,Nashik,Commerce
Boys Town Junior College Nashik (English Medium) (Permanent Unaided),60.2,Nashik,Commerce
K V N Naik Arts Com And Science College Canada Corner Nashik (Marathi Medium) (Unaided),60,Nashik,Commerce
Don Bosco School And Junior College (English Medium) (Permanent Unaided),60,Nashik,Commerce
Shri Chhatrapati Shivaji Secondary Andhigh School Vidhyalay (Marathi Medium) (Unaided),59.2,Nashik,Commerce
Janta Vidyalay V Junior College Satpur (Marathi Medium) (Aided),58.6,Nashik,Commerce
Loknete Vyankatrao Hiray Kanisth Mahavidhyalay Panchavati Panchavati College (Marathi Medium) (Aided),58.6,Nashik,Commerce
Yews National High School For Boys And Junior College Nasik (English Medium) (Unaided),57.2,Nashik,Commerce
Fravashi Academy Junior College (English Medium) (Permanent Unaided),53.2,Nashik,Commerce
Ambrosia English School And Junior College (English Medium) (Self Finance),52.8,Nashik,Commerce
Yews National High School For Boys And Junior College Nasik (English Medium) (Self Finance),52.8,Nashik,Commerce
Yews National High School For Boys And Junior College Nasik (Urdu Medium) (Aided),49.2,Nashik,Commerce
Matoshri Savitribai Phule Madhyamik Vidyalay And Guruvarya M S Shinde Com Jr Co (Marathi Medium) (Unaided),48.2,Nashik,Commerce
Motiwala Junior College (English Medium) (Self Finance),45.2,Nashik,Commerce
R K Kalani Junior College (English Medium) (Self Finance),44.6,Nashik,Commerce
K J Mehta Highschool And E Y Fadol Jr College Nashik Road (Marathi Medium) (Aided),43.2,Nashik,Commerce
The Indian Public School And Junior College (English Medium) (Self Finance),42.6,Nashik,Commerce
K J Mehta Highschool And E Y Fadol Jr College Nashik Road (Marathi Medium) (Unaided),41.4,Nashik,Commerce
Day Care Center Madhyamik Va Uchya Madhyamik Vidyalay Ramnagar Nasik (Marathi Medium) (Unaided),41.2,Nashik,Commerce
Bhujbal Academy Of Science And Commerce (English Medium) (Self Finance),41,Nashik,Commerce
Gramoday Secondary And Higher Secondary School (Marathi Medium) (Unaided),40.2,Nashik,Commerce
Shree Ambalal Premji Patel High School And Junior College (English Medium) (Self Finance),40,Nashik,Commerce
Gramoday Secondary And Higher Secondary School (Marathi Medium) (Aided),39.6,Nashik,Commerce
Anand Maharaj Arts Comm And Sci College Manurgaon Manurgaon Phata Nandur Naka Nashik Road (Marathi Medium) (Unaided),39,Nashik,Commerce
Shri Chhatrapati Shivaji Secondary Andhigh School Vidhyalay (Marathi Medium) (Self Finance),39,Nashik,Commerce
Nashik Presidency Junior College (English Medium) (Self Finance),38.8,Nashik,Commerce
Yews National High School For Boys And Junior College Nasik (Urdu Medium) (Unaided),38.6,Nashik,Commerce
Y D Bytco Girls High School And Jr College Nashik (Marathi Medium) (Unaided),38.6,Nashik,Commerce
Shree Swami Narayan Junior College (English Medium) (Permanent Unaided),38.4,Nashik,Commerce
Space International School And Junior College (English Medium) (Self Finance),38.4,Nashik,Commerce
Dr Kakasaheb Deodhar Sec Engl Sch (English Medium) (Permanent Unaided),38.4,Nashik,Commerce
Universal College Of Commerce And Science (English Medium) (Permanent Unaided),38.2,Nashik,Commerce
Hindi Secondary And Higher Secondary School (Marathi Medium) (Self Finance),38,Nashik,Commerce
Gargi Junior College (English Medium) (Self Finance),38,Nashik,Commerce
Unnati Secondary And Hig Secondary School Nashik (Marathi Medium) (Self Finance),37.8,Nashik,Commerce
G D Sawant Senior And Shri Siddhivinayak Jr Arts Comm Sci And Bcs Mahavidyalay (Marathi Medium) (Unaided),37.8,Nashik,Commerce
S K Pande Sec Vidya And Ju College Chehedi (Marathi Medium) (Unaided),37.8,Nashik,Commerce
Sadhana Education Junior College (English Medium) (Permanent Unaided),37.6,Nashik,Commerce
Horizon Academy Junior College Of Science And Commerce (English Medium) (Permanent Unaided),37.4,Nashik,Commerce
K S K W Arts Sci And Comm College Cidco (Marathi Medium) (Unaided),36.6,Nashik,Commerce
Universal Academy Junior College Of Commerce And Science (Marathi Medium) (Permanent Unaided),36.6,Nashik,Commerce
Dhanlaxmi Uccha Madhyamik Vidyalay (Marathi Medium) (Self Finance),36.4,Nashik,Commerce
Day Care Center Madhyamik Va Uchya Madhyamik Vidyalay Ramnagar Nasik (English Medium) (Self Finance),36.4,Nashik,Commerce
Sukhdev Madhaymik Vidyamandir And Junior College (Marathi Medium) (Unaided),36,Nashik,Commerce
"Vidyabharati Science College,Amravati (English Medium) (Aided)",82.2,Amravati,Commerce
"Smt Kesharbai Lahoti Mahavidyalaya,Shivaji Nagar,Morshi Road,Panchvati ,Amravati (English Medium) (Aided)",81.8,Amravati,Commerce
"Brijal Biyani Science College,Amravati (English Medium) (Unaided)",77.8,Amravati,Commerce
Shri Ganeshdas Rathi Junior College Amravati (English Medium) (Aided),76.8,Amravati,Commerce
"Smt Kesharbai Lahoti Mahavidyalaya,Shivaji Nagar,Morshi Road,Panchvati ,Amravati (English Medium) (Unaided)",75.4,Amravati,Commerce
